"Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
5,3.12159828099317,1.60815517205017,0.257214093031153,"setosa"
5.7,3.08970849317349,4.21554870379621,1.32470261904762,"versicolor"
6.7,3.04942161949162,5.09166047278263,1.97550528011204,"virginica"
5.5,2.82912148185148,4.04819707213839,1.28099704960931,"versicolor"
5.9,3.05908007936508,4.75964568070818,1.73028555555555,"versicolor"
5.5,2.82912148185148,4.04819707213839,1.28099704960931,"versicolor"
7.2,3.24096698412698,5.78575409701409,2.00715522366522,"virginica"
6.7,3.04942161949162,5.09166047278263,1.97550528011204,"virginica"
4.7,3.20291430014432,1.48866560439561,0.197000909645911,"setosa"
5.2,3.42257711399712,1.62375138712938,0.301873205128205,"setosa"
5.8,2.87149056110557,4.45415675352425,1.40718698135198,"versicolor"
4.8,3.18507832167832,1.53272163614164,0.192356385836387,"setosa"
6.7,3.04942161949162,5.09166047278263,1.97550528011204,"virginica"
4.6,3.31245650793651,1.63185698412698,0.306742380952381,"setosa"
5.5,2.82912148185148,4.04819707213839,1.28099704960931,"versicolor"
5.7,3.08970849317349,4.21554870379621,1.32470261904762,"versicolor"
6.3,2.84946521707051,5.09508654287232,1.77620338438565,"virginica"
6.5,2.99752657287157,5.25896021470737,2.01321029398706,"virginica"
5.1,3.46957076136282,1.45566608225108,0.263536085581086,"setosa"
5,3.12159828099317,1.60815517205017,0.257214093031153,"setosa"
5.2,3.42257711399712,1.62375138712938,0.301873205128205,"setosa"
6.5,2.99752657287157,5.25896021470737,2.01321029398706,"virginica"
5.2,3.42257711399712,1.62375138712938,0.301873205128205,"setosa"
6.6,2.95650341269842,4.9244974369296,1.68962805067482,"versicolor"
6.2,2.83098676767677,4.74703168717247,1.44873373792101,"versicolor"
5.8,2.87149056110557,4.45415675352425,1.40718698135198,"versicolor"
6.5,2.99752657287157,5.25896021470737,2.01321029398706,"virginica"
5.4,3.5579981013431,1.56153989177489,0.324186984126984,"setosa"
6.4,2.95653268855328,5.18505189025405,1.99618285531462,"virginica"
4.3,2.93691468253968,1.54580702353203,0.19501603951604,"setosa"
5.2,3.42257711399712,1.62375138712938,0.301873205128205,"setosa"
6.8,3.00821406426906,5.23334561144514,2.11233345416022,"virginica"
5.3,3.58838701298703,1.50593928571428,0.227922658452659,"setosa"
6.4,2.95653268855328,5.18505189025405,1.99618285531462,"virginica"
6.3,2.84946521707051,5.09508654287232,1.77620338438565,"virginica"
6.6,2.95650341269842,4.9244974369296,1.68962805067482,"versicolor"
5.1,3.46957076136282,1.45566608225108,0.263536085581086,"setosa"
5,3.12159828099317,1.60815517205017,0.257214093031153,"setosa"
6.1,2.84589863469863,4.63890121819701,1.3620008374881,"versicolor"
6.4,2.95653268855328,5.18505189025405,1.99618285531462,"virginica"
7.2,3.24096698412698,5.78575409701409,2.00715522366522,"virginica"
6.7,3.04942161949162,5.09166047278263,1.97550528011204,"virginica"
5.7,3.08970849317349,4.21554870379621,1.32470261904762,"versicolor"
6,2.72862465978466,4.87002826201576,1.69034896825397,"versicolor"
7.6,3.00742253968254,6.15283276067264,2.09591676584853,"virginica"
5.6,2.81412572427572,4.42172507656087,1.3696403396526,"versicolor"
5,3.12159828099317,1.60815517205017,0.257214093031153,"setosa"
6,2.72862465978466,4.87002826201576,1.69034896825397,"versicolor"
6.2,2.83098676767677,4.74703168717247,1.44873373792101,"versicolor"
5.6,2.81412572427572,4.42172507656087,1.3696403396526,"versicolor"
5,3.12159828099317,1.60815517205017,0.257214093031153,"setosa"
5.5,2.82912148185148,4.04819707213839,1.28099704960931,"versicolor"
7.7,3.06407523809524,5.99388078893328,2.06319595238095,"virginica"
5.8,2.87149056110557,4.45415675352425,1.40718698135198,"versicolor"
5.4,3.5579981013431,1.56153989177489,0.324186984126984,"setosa"
5.6,2.81412572427572,4.42172507656087,1.3696403396526,"versicolor"
6,2.72862465978466,4.87002826201576,1.69034896825397,"versicolor"
5.6,2.81412572427572,4.42172507656087,1.3696403396526,"versicolor"
6.3,2.84946521707051,5.09508654287232,1.77620338438565,"virginica"
6.1,2.84589863469863,4.63890121819701,1.3620008374881,"versicolor"
7.2,3.24096698412698,5.78575409701409,2.00715522366522,"virginica"
6.5,2.99752657287157,5.25896021470737,2.01321029398706,"virginica"
5.4,3.5579981013431,1.56153989177489,0.324186984126984,"setosa"
4.9,2.95663280663781,1.76252173614162,0.249236287046288,"setosa"
5.8,2.87149056110557,4.45415675352425,1.40718698135198,"versicolor"
5,3.12159828099317,1.60815517205017,0.257214093031153,"setosa"
4.9,2.95663280663781,1.76252173614162,0.249236287046288,"setosa"
5.6,2.81412572427572,4.42172507656087,1.3696403396526,"versicolor"
4.8,3.18507832167832,1.53272163614164,0.192356385836387,"setosa"
5.4,3.5579981013431,1.56153989177489,0.324186984126984,"setosa"
6,2.72862465978466,4.87002826201576,1.69034896825397,"versicolor"
5.3,3.58838701298703,1.50593928571428,0.227922658452659,"setosa"
5.7,3.08970849317349,4.21554870379621,1.32470261904762,"versicolor"
5.2,3.42257711399712,1.62375138712938,0.301873205128205,"setosa"
5.4,3.5579981013431,1.56153989177489,0.324186984126984,"setosa"
6.3,2.84946521707051,5.09508654287232,1.77620338438565,"virginica"
6,2.72862465978466,4.87002826201576,1.69034896825397,"versicolor"
5.8,2.87149056110557,4.45415675352425,1.40718698135198,"versicolor"
5.7,3.08970849317349,4.21554870379621,1.32470261904762,"versicolor"
5,3.12159828099317,1.60815517205017,0.257214093031153,"setosa"
6.1,2.84589863469863,4.63890121819701,1.3620008374881,"versicolor"
4.6,3.31245650793651,1.63185698412698,0.306742380952381,"setosa"
